"X","isbn","title","series_title","series_release_number","authors","publisher","language","description","num_pages","format","publication_date","rating_score","num_ratings","num_reviews","current_readers","want_to_read","price","url","main_genre","year"
3612,"","When Breath Becomes Air","","","Paul Kalanithi","Random House","English","For readers of Atul Gawande, Andrew Solomon, and Anne Lamott, a profoundly moving, exquisitely observed memoir by a young neurosurgeon faced with a terminal cancer diagnosis who attempts to answer the question 'What makes a life worth living?'
At the age of thirty-six, on the verge of completing a decade's worth of training as a neurosurgeon, Paul Kalanithi was diagnosed with stage IV lung cancer. One day he was a doctor treating the dying, and the next he was a patient struggling to live. And just like that, the future he and his wife had imagined evaporated. 
 chronicles Kalanithi's transformation from a naïve medical student ""possessed,"" as he wrote, ""by the question of what, given that all organisms die, makes a virtuous and meaningful life"" into a neurosurgeon at Stanford working in the brain, the most critical place for human identity, and finally into a patient and new father confronting his own mortality. 
What makes life worth living in the face of death? What do you do when the future, no longer a ladder toward your goals in life, flattens out into a perpetual present? What does it mean to have a child, to nurture a new life as another fades away? These are some of the questions Kalanithi wrestles with in this profoundly moving, exquisitely observed memoir. 
Paul Kalanithi died in March 2015, while working on this book, yet his words live on as a guide and a gift to us all. ""I began to realize that coming face to face with my own mortality, in a sense, had changed nothing and everything,"" he wrote. ""Seven words from Samuel Beckett began to repeat in my head: 'I can't go on. I'll go on.'"" 
When Breath Becomes Air
 is an unforgettable, life-affirming reflection on the challenge of facing death and on the relationship between doctor and patient, from a brilliant writer who became both.",208,"Kindle Edition","2016-01-12",4.4,654459,49753,29600,672000,11.99,"https://www.goodreads.com/book/show/25899336-when-breath-becomes-air","Nonfiction",2016
3617,"9781101904220","Dark Matter","","","Blake Crouch","Ballantine","English","A mindbending, relentlessly surprising thriller from the author of the bestselling Wayward Pines trilogy. 
Jason Dessen is walking home through the chilly Chicago streets one night, looking forward to a quiet evening in front of the fireplace with his wife, Daniela, and their son, Charlie—when his reality shatters.
Those are the last words Jason Dessen hears before the masked abductor knocks him unconscious. 
Before he awakens to find himself strapped to a gurney, surrounded by strangers in hazmat suits. 
Before a man Jason's never met smiles down at him and says, ""Welcome back, my friend."" 
In this world he's woken up to, Jason's life is not the one he knows. His wife is not his wife. His son was never born. And Jason is not an ordinary college physics professor, but a celebrated genius who has achieved something remarkable. Something impossible.
Is it this world or the other that's the dream? 
And even if the home he remembers is real, how can Jason possibly make it back to the family he loves? The answers lie in a journey more wondrous and horrifying than anything he could've imagined—one that will force him to confront the darkest parts of himself even as he battles a terrifying, seemingly unbeatable foe.
Dark Matter
 is a brilliantly plotted tale that is at once sweeping and intimate, mind-bendingly strange and profoundly human--a relentlessly surprising science-fiction thriller about choices, paths not taken, and how far we'll go to claim the lives we dream of.",352,"Hardcover","2016-07-26",4.13,479510,56340,20300,521000,12.99,"https://www.goodreads.com/book/show/27833670-dark-matter","Science Fiction",2016
3626,"9781455539741","Hamilton: The Revolution","","","Lin-Manuel Miranda","Grand Central","English","Lin-Manuel Miranda's groundbreaking musical 
 is as revolutionary as its subject, the poor kid from the Caribbean who fought the British, defended the Constitution, and helped to found the United States. Fusing hip-hop, pop, R&B, and the best traditions of theater, this once-in-a-generation show broadens the sound of Broadway, reveals the storytelling power of rap, and claims our country's origins for a diverse new generation.
Hamilton: The Revolution
 gives readers an unprecedented view of both revolutions, from the only two writers able to provide it. Miranda and Jeremy McCarter, a cultural critic and theater artist who was involved in the project from its earliest stages--""since before this was even a show,"" according to Miranda--trace its development from an improbable perfor­mance at the White House to its landmark opening night on Broadway six years later. In addition, Miranda has written more than 200 funny, revealing footnotes for his award-winning libretto, the full text of which is published here.
Their account features photos by the renowned Frank Ockenfels and veteran Broadway photographer Joan Marcus; exclusive looks at notebooks and emails; interviews with Questlove, Stephen Sond­heim, leading political commentators, and more than 40 people involved with the production; and multiple appearances by Presi­dent Obama himself. The book does more than tell the surprising story of how a Broadway musical became a national phenomenon: It demonstrates that America has always been renewed by the brash upstarts and brilliant outsiders, the men and women who don't throw away their shot.",285,"Hardcover","2015-08-06",4.45,52649,6060,2173,79500,21.99,"https://www.goodreads.com/book/show/26200563-hamilton","Nonfiction",2015
3630,"9781101883075","Lilac Girls ","Lilac Girls","1","Martha Hall Kelly","Ballantine","English","Inspired by the life of a real World War II heroine, this powerful debut novel reveals an incredible story of love, redemption, and terrible secrets that were hidden for decades.
 
On the eve of a fateful war, New York socialite Caroline Ferriday has her hands full with her post at the French consulate and a new love on the horizon. But Caroline’s world is forever changed when Hitler’s army invades Poland in September 1939—and then sets its sights on France.
 
An ocean away from Caroline, Kasia Kuzmerick, a Polish teenager, senses her carefree youth disappearing as she sinks deeper into her role as courier for the underground resistance movement. In a tense atmosphere of watchful eyes and suspect neighbors, one false move can have dire consequences.
 
For ambitious young German doctor, Herta Oberheuser, an ad for a government medical position seems her ticket out of a desolate life. But, once hired, she finds herself trapped in a male-dominated realm of Nazi secrets and power.
 
The lives of these three women are set on a collision course when the unthinkable happens and Kasia is sent to Ravensbrück, the notorious female-only Nazi concentration camp. The tragedy and triumph of their stories cross continents—from New York to Paris, and Germany to Poland—capturing the indomitable pull of compassion to bring justice to those whom history has forgotten.
 
In Lilac Girls, Martha Hall Kelly has crafted a remarkable novel of unsung women and their quest for love, happiness, and second chances. It is a story that will keep readers bonded with the characters, searching for the truth, until the final pages.",487,"Hardcover","2016-04-05",4.29,298831,22662,25300,309000,9.99,"https://www.goodreads.com/book/show/25893693-lilac-girls","Other",2016
3632,"","Homegoing","","","Yaa Gyasi","Alfred A. Knopf","English","A novel of breathtaking sweep and emotional power that traces three hundred years in Ghana and along the way also becomes a truly great American novel. Extraordinary for its exquisite language, its implacable sorrow, its soaring beauty, and for its monumental portrait of the forces that shape families and nations, 
Homegoing
 heralds the arrival of a major new voice in contemporary fiction.
Two half-sisters, Effia and Esi, are born into different villages in eighteenth-century Ghana. Effia is married off to an Englishman and lives in comfort in the palatial rooms of Cape Coast Castle. Unbeknownst to Effia, her sister, Esi, is imprisoned beneath her in the castle's dungeons, sold with thousands of others into the Gold Coast's booming slave trade, and shipped off to America, where her children and grandchildren will be raised in slavery. One thread of 
Homegoing
 follows Effia's descendants through centuries of warfare in Ghana, as the Fante and Asante nations wrestle with the slave trade and British colonization. The other thread follows Esi and her children into America. From the plantations of the South to the Civil War and the Great Migration, from the coal mines of Pratt City, Alabama, to the jazz clubs and dope houses of twentieth-century Harlem, right up through the present day, 
Homegoing
 makes history visceral, and captures, with singular and stunning immediacy, how the memory of captivity came to be inscribed in the soul of a nation. 
Generation after generation, Yaa Gyasi's magisterial first novel sets the fate of the individual against the obliterating movements of time, delivering unforgettable characters whose lives were shaped by historical forces beyond their control. 
Homegoing
 is a tremendous reading experience, not to be missed, by an astonishingly gifted young writer.",305,"Hardcover","2016-06-07",4.47,332891,35869,21400,397000,12.99,"https://www.goodreads.com/book/show/27071490-homegoing","Other",2016
3635,"9781400067695","My Name Is Lucy Barton ","Amgash","1","Elizabeth Strout","Random House","English","Lucy Barton is recovering slowly from what should have been a simple operation. Her mother, to whom she hasn’t spoken for many years, comes to see her. Gentle gossip about people from Lucy’s childhood in Amgash, Illinois, seems to reconnect them, but just below the surface lie the tension and longing that have informed every aspect of Lucy’s life: her escape from her troubled family, her desire to become a writer, her marriage, her love for her two daughters. Knitting this powerful narrative together is the brilliant storytelling voice of Lucy herself: keenly observant, deeply human, and truly unforgettable.",193,"Hardcover","2016-01-12",3.58,159659,16765,8307,103000,13.99,"https://www.goodreads.com/book/show/25893709-my-name-is-lucy-barton","Other",2016
3638,"9780812998603","The Girls","","","Emma Cline","Random House","English","Northern California, during the violent end of the 1960s. At the start of summer, a lonely and thoughtful teenager, Evie Boyd, sees a group of girls in the park, and is immediately caught by their freedom, their careless dress, their dangerous aura of abandon. Soon, Evie is in thrall to Suzanne, a mesmerizing older girl, and is drawn into the circle of a soon-to-be infamous cult and the man who is its charismatic leader. Hidden in the hills, their sprawling ranch is eerie and run down, but to Evie, it is exotic, thrilling, charged—a place where she feels desperate to be accepted. As she spends more time away from her mother and the rhythms of her daily life, and as her obsession with Suzanne intensifies, Evie does not realize she is coming closer and closer to unthinkable violence, and to that moment in a girl’s life when everything can go horribly wrong.",355,"Hardcover","2016-06-14",3.5,213754,21376,8370,7405,9.99,"https://www.goodreads.com/book/show/26893819-the-girls","Other",2016
3655,"9781455561780","Before the Fall","","","Noah Hawley","Grand Central","English","On a foggy summer night, eleven people—ten privileged, one down-on-his-luck painter—depart Martha's Vineyard on a private jet headed for New York. Sixteen minutes later, the unthinkable happens: the plane plunges into the ocean. The only survivors are the painter Scott Burroughs and a four-year-old boy, who is now the last remaining member of an immensely wealthy and powerful media mogul's family.
Was it by chance that so many influential people perished? Or was something more sinister at work? A storm of media attention brings Scott fame that quickly morphs into notoriety and accusations, and he scrambles to salvage truth from the wreckage. Amid trauma and chaos, the fragile relationship between Scott and the young boy grows and glows at the heart of this stunning novel, raising questions of fate, morality, and the inextricable ties that bind us together.",391,"Hardcover","2016-05-31",3.72,126900,13324,6454,95700,9.99,"https://www.goodreads.com/book/show/26245850-before-the-fall","Other",2016
3662,"9780345544957","Small Great Things","","","Jodi Picoult","Ballantine","English","Ruth Jefferson is a labor and delivery nurse at a Connecticut hospital with more than twenty years' experience. During her shift, Ruth begins a routine checkup on a newborn, only to be told a few minutes later that she's been reassigned to another patient. The parents are white supremacists and don't want Ruth, who is African American, to touch their child. The hospital complies with their request, but the next day, the baby goes into cardiac distress while Ruth is alone in the nursery. Does she obey orders or does she intervene?
 
Ruth hesitates before performing CPR and, as a result, is charged with a serious crime. Kennedy McQuarrie, a white public defender, takes her case but gives unexpected advice: Kennedy insists that mentioning race in the courtroom is not a winning strategy. Conflicted by Kennedy's counsel, Ruth tries to keep life as normal as possible for her family—especially her teenage son—as the case becomes a media sensation. As the trial moves forward, Ruth and Kennedy must gain each other's trust, and come to see that what they've been taught their whole lives about others—and themselves—might be wrong.
 
With incredible empathy, intelligence, and candor, Jodi Picoult tackles race, privilege, prejudice, justice, and compassion—and doesn't offer easy answers. Small Great Things is a remarkable achievement from a writer at the top of her game.",480,"Hardcover","2016-01-01",4.36,366227,31661,30100,238000,12.99,"https://www.goodreads.com/book/show/28587957-small-great-things","Other",2016
3663,"9781101990261","The Widow ","Kate Waters","1","Fiona Barton","Berkley","English","When the police started asking questions, Jean Taylor turned into a different woman. One who enabled her and her husband to carry on, when more bad things began to happen...
But that woman’s husband died last week. And Jean doesn’t have to be her anymore.
There’s a lot Jean hasn’t said over the years about the crime her husband was suspected of committing. She was too busy being the perfect wife, standing by her man while living with the accusing glares and the anonymous harassment. 
Now there’s no reason to stay quiet. There are people who want to hear her story. They want to know what it was like living with that man. She can tell them that there were secrets. There always are in a marriage. 
The truth—that’s all anyone wants. But the one lesson Jean has learned in the last few years is that she can make people believe anything…",324,"Hardcover","2016-01-14",3.5,108992,10177,7583,184,9.99,"https://www.goodreads.com/book/show/25734248-the-widow","Mystery/Thriller",2016
3668,"9781101967225","Tailored for Trouble ","Happy Pants","1","Mimi Jean Pamfiloff","Ballantine","English","A sassy, sexy, laugh-out-loud rom-com between the hottest man 
 to be tamed and the woman crazy enough to try
SHE WANTS TO CHANGE THE WORLD.
Taylor Reed is no stranger to selfish, uncaring CEOs. She was fired by one, which is why she has created her own executive training program—helping heartless bosses become more human. So Taylor shocks even herself when she agrees to coach Bennett Wade, the cutthroat exec who got her unceremoniously canned. She’d love to slam the door in his annoying but very handsome face, but the customers aren’t exactly lining up at her door. Plus, this extreme makeover will give Taylor the golden opportunity to prove that her program works like a charm.
HE WANTS TO BUY IT.
Bennett Wade is many things—arrogant, smug, brusque—but trusting isn’t one of them. Women just seem to be after his billions. So when he hires Taylor Reed, he has no desire to change. Bennett is trying to win over the feminist owner of a company he desperately wants to buy, but something about the fiery Taylor thaws the ice around his heart, making Bennett feel things he never quite planned on. And if there’s one thing Bennett can’t stand, it’s when things don’t go according to plan.
They are a match tailor-made for trouble.",354,"Paperback","2016-08-09",3.98,2326,408,85,2795,12.99,"https://www.goodreads.com/book/show/27833684-tailored-for-trouble","Romance",2016
3678,"9780062300546","Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","","","J.D. Vance","Harper","English","Hillbilly Elegy
 is a passionate and personal analysis of a culture in crisis—that of white working-class Americans. The disintegration of this group, a process that has been slowly occurring now for more than forty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck.
The Vance family story begins hopefully in postwar America. J. D.’s grandparents were “dirt poor and in love,” and moved north from Kentucky’s Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family, and eventually one of their grandchildren would graduate from Yale Law School, a conventional marker of success in achieving generational upward mobility. But as the family saga of 
Hillbilly Elegy
 plays out, we learn that J.D.'s grandparents, aunt, uncle, sister, and, most of all, his mother struggled profoundly with the demands of their new middle-class life, never fully escaping the legacy of abuse, alcoholism, poverty, and trauma so characteristic of their part of America. With piercing honesty, Vance shows how he himself still carries around the demons of his chaotic family history.
A deeply moving memoir, with its share of humor and vividly colorful figures, 
Hillbilly Elegy
 is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country.",264,"Hardcover","2016-06-28",3.87,408964,33749,24300,258000,12.99,"https://www.goodreads.com/book/show/27161156-hillbilly-elegy","Nonfiction",2016
3682,"9780062491794","Commonwealth","","","Ann Patchett","Harper","English","One Sunday afternoon in Southern California, Bert Cousins shows up at Franny Keating’s christening party uninvited. Before evening falls, he has kissed Franny’s mother, Beverly—thus setting in motion the dissolution of their marriages and the joining of two families.
Spanning five decades, Commonwealth explores how this chance encounter reverberates through the lives of the four parents and six children involved. Spending summers together in Virginia, the Keating and Cousins children forge a lasting bond that is based on a shared disillusionment with their parents and the strange and genuine affection that grows up between them.
When, in her twenties, Franny begins an affair with the legendary author Leon Posen and tells him about her family, the story of her siblings is no longer hers to control. Their childhood becomes the basis for his wildly successful book, ultimately forcing them to come to terms with their losses, their guilt, and the deeply loyal connection they feel for one another.
Told with equal measures of humor and heartbreak, Commonwealth is a meditation on inspiration, interpretation, and the ownership of stories. It is a brilliant and tender tale of the far-reaching ties of love and responsibility that bind us together.",322,"Hardcover","2016-09-01",3.83,179672,16278,9628,148000,13.99,"https://www.goodreads.com/book/show/28214365-commonwealth","Other",2016
3688,"","All the Missing Girls","","","Megan Miranda","Simon & Schuster","English","Like the spellbinding psychological suspense in The Girl on the Train and Luckiest Girl Alive, Megan Miranda’s novel is a nail-biting, breathtaking story about the disappearances of two young women—a decade apart—told in reverse.
It’s been ten years since Nicolette Farrell left her rural hometown after her best friend, Corinne, disappeared from Cooley Ridge without a trace. Back again to tie up loose ends and care for her ailing father, Nic is soon plunged into a shocking drama that reawakens Corinne’s case and breaks open old wounds long since stitched.
The decade-old investigation focused on Nic, her brother Daniel, boyfriend Tyler, and Corinne’s boyfriend Jackson. Since then, only Nic has left Cooley Ridge. Daniel and his wife, Laura, are expecting a baby; Jackson works at the town bar; and Tyler is dating Annaleise Carter, Nic’s younger neighbor and the group’s alibi the night Corinne disappeared. Then, within days of Nic’s return, Annaleise goes missing.
Told backwards—Day 15 to Day 1—from the time Annaleise goes missing, Nic works to unravel the truth about her younger neighbor’s disappearance, revealing shocking truths about her friends, her family, and what really happened to Corinne that night ten years ago.
Like nothing you’ve ever read before, All the Missing Girls delivers in all the right ways. With twists and turns that lead down dark alleys and dead ends, you may think you’re walking a familiar path, but then Megan Miranda turns it all upside down and inside out and leaves us wondering just how far we would be willing to go to protect those we love.",396,"Kindle Edition","2016-06-28",3.74,201441,16377,9382,215000,13.99,"https://www.goodreads.com/book/show/23212667-all-the-missing-girls","Mystery/Thriller",2016
3689,"9781451686630","The Passenger","","","Lisa Lutz","Simon & Schuster","English","Forty-eight hours after leaving her husband’s body at the base of the stairs, Tanya Dubois cashes in her credit cards, dyes her hair brown, demands a new name from a shadowy voice over the phone, and flees town. It’s not the first time.
She meets Blue, a female bartender who recognizes the hunted look in a fugitive’s eyes and offers her a place to stay. With dwindling choices, Tanya-now-Amelia accepts. An uneasy―and dangerous―alliance is born.
It’s almost impossible to live off the grid today, but Amelia-now-Debra and Blue have the courage, the ingenuity, and the desperation, to try. Hopscotching from city to city, Debra especially is chased by a very dark secret…can she outrun her past?",304,"Hardcover","2016-03-01",3.72,42329,4834,NA,46000,14.99,"https://www.goodreads.com/book/show/26154406-the-passenger","Mystery/Thriller",2016
3690,"9781101902769","A Mother's Reckoning: Living in the Aftermath of Tragedy","","","Sue Klebold","Crown","English","On April 20, 1999, Eric Harris and Dylan Klebold walked into Columbine High School in Littleton, Colorado. Over the course of minutes, they would kill twelve students and a teacher and wound twenty-four others before taking their own lives.
  
 For the last sixteen years, Sue Klebold, Dylan’s mother, has lived with the indescribable grief and shame of that day. How could her child, the promising young man she had loved and raised, be responsible for such horror? And how, as his mother, had she not known something was wrong? Were there subtle signs she had missed? What, if anything, could she have done differently?
  
 These are questions that Klebold has grappled with every day since the Columbine tragedy. In 
, she chronicles with unflinching honesty her journey as a mother trying to come to terms with the incomprehensible. In the hope that the insights and understanding she has gained may help other families recognize when a child is in distress, she tells her story in full, drawing upon her personal journals, the videos and writings that Dylan left behind, and on countless interviews with mental health experts.
  
 Filled with hard-won wisdom and compassion, 
A Mother’s Reckoning 
is a powerful and haunting book that sheds light on one of the most pressing issues of our time. And with fresh wounds from the recent Newtown and Charleston shootings, never has the need for understanding been more urgent.
  
All author profits from the book will be donated to research and to charitable organizations focusing on mental health issues.",336,"ebook","2016-02-15",4.13,39906,5436,NA,48400,11.99,"https://www.goodreads.com/book/show/25937671-a-mother-s-reckoning","Nonfiction",2016
3698,"9780062387653","United as One ","Lorien Legacies","7","Pittacus Lore","HarperCollins","English","The seventh and final book in the #1 New York Times bestselling I Am Number Four series! With United as One, this action-packed series comes to a surprising, breathtaking, and utterly satisfying conclusion. The Garde didn’t start this war, but they’ll do whatever it takes to end it once and for all. . . .
 
The Mogadorians have invaded Earth. Their warships loom over our most populated cities, and no country will risk taking them head on. The Garde are all that stand in the way, but they’ll need an army of their own to win this fight.
 
They’ve teamed up with the US military, but it might not be enough. The Garde need reinforcements, and they’ve found them in the most unexpected place. Teenagers from across the globe, like John Smith’s best friend, Sam, have developed abilities. So John and the others must get to them before the Mogs, because if they don’t their enemies will use these gifted teens for their own sinister plan.
 
But after all the Mogadorians have taken from John—his home, his family, his friends, and the person he loves most—he might not want to put any more lives in danger. He’s got nothing left to lose, and he’s just discovered he has been given an incredible new Legacy. Now he can turn himself into the ultimate weapon. So will he risk his life to save the world, or will he realize that power in numbers will save us all?",449,"Hardcover","2016-06-28",4.3,31466,2367,1452,27500,13.49,"https://www.goodreads.com/book/show/27161189-united-as-one","Children/Young Adult",2016
3706,"9781501139239","The Seven Husbands of Evelyn Hugo","","","Taylor Jenkins Reid","Atria","English","Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant for the job, no one is more astounded than Monique herself. Why her? Why now?
Monique is not exactly on top of the world. Her husband has left her, and her professional life is going nowhere. Regardless of why Evelyn has selected her to write her biography, Monique is determined to use this opportunity to jumpstart her career.
Summoned to Evelyn’s luxurious apartment, Monique listens in fascination as the actress tells her story. From making her way to Los Angeles in the 1950s to her decision to leave show business in the ‘80s, and, of course, the seven husbands along the way, Evelyn unspools a tale of ruthless ambition, unexpected friendship, and a great forbidden love. Monique begins to feel a very real connection to the legendary star, but as Evelyn’s story nears its conclusion, it becomes clear that her life intersects with Monique’s own in tragic and irreversible ways.",389,"Hardcover","2017-06-13",4.43,2860937,259109,133000,2e+06,14.99,"https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo","Other",2017
3708,"","Beartown ","Beartown","1","Fredrik Backman","Simon & Schuster","English","A dazzling, profound novel about a small town with a big dream—and the price required to make it come true.
People say Beartown is finished. A tiny community nestled deep in the forest, it is slowly losing ground to the ever encroaching trees. But down by the lake stands an old ice rink, built generations ago by the working men who founded this town. And in that ice rink is the reason people in Beartown believe tomorrow will be better than today. Their junior ice hockey team is about to compete in the national semi-finals, and they actually have a shot at winning. All the hopes and dreams of this place now rest on the shoulders of a handful of teenage boys.
Being responsible for the hopes of an entire town is a heavy burden, and the semi-final match is the catalyst for a violent act that will leave a young girl traumatized and a town in turmoil. Accusations are made and, like ripples on a pond, they travel through all of Beartown, leaving no resident unaffected.
Beartown explores the hopes that bring a small community together, the secrets that tear it apart, and the courage it takes for an individual to go against the grain. In this story of a small forest town, Fredrik Backman has found the entire world.",432,"Kindle Edition","2016-09-15",4.29,423192,48222,28500,429000,0,"https://www.goodreads.com/book/show/33413128-beartown","Other",2016
3715,"","Pachinko","","","Min Jin Lee","Grand Central","English","In the early 1900s, teenaged Sunja, the adored daughter of a crippled fisherman, falls for a wealthy stranger at the seashore near her home in Korea. He promises her the world, but when she discovers she is pregnant—and that her lover is married—she refuses to be bought. Instead, she accepts an offer of marriage from a gentle, sickly minister passing through on his way to Japan. But her decision to abandon her home, and to reject her son's powerful father, sets off a dramatic saga that will echo down through the generations. 
Richly told and profoundly moving, 
 is a story of love, sacrifice, ambition, and loyalty. From bustling street markets to the halls of Japan's finest universities to the pachinko parlors of the criminal underworld, Lee's complex and passionate characters—strong, stubborn women, devoted sisters and sons, fathers shaken by moral crisis—survive and thrive against the indifferent arc of history.",496,"Kindle Edition","2017-02-07",4.33,458412,44207,43600,560000,11.99,"https://www.goodreads.com/book/show/34051011-pachinko","Other",2017
3719,"9780812995343","Lincoln in the Bardo","","","George Saunders","Random House","English","In his long-awaited first novel, American master George Saunders delivers his most original, transcendent, and moving work yet. Unfolding in a graveyard over the course of a single night, narrated by a dazzling chorus of voices, 
 is a literary experience unlike any other—for no one but Saunders could conceive it. 
February 1862. The Civil War is less than one year old. The fighting has begun in earnest, and the nation has begun to realize it is in for a long, bloody struggle. Meanwhile, President Lincoln's beloved eleven-year-old son, Willie, lies upstairs in the White House, gravely ill. In a matter of days, despite predictions of a recovery, Willie dies and is laid to rest in a Georgetown cemetery. ""My poor boy, he was too good for this earth,"" the president says at the time. ""God has called him home."" Newspapers report that a grief-stricken Lincoln returned to the crypt several times alone to hold his boy's body. 
From that seed of historical truth, George Saunders spins an unforgettable story of familial love and loss that breaks free of its realistic, historical framework into a thrilling, supernatural realm both hilarious and terrifying. Willie Lincoln finds himself in a strange purgatory, where ghosts mingle, gripe, commiserate, quarrel, and enact bizarre acts of penance. Within this transitional state—called, in the Tibetan tradition, the bardo—a monumental struggle erupts over young Willie's soul. 
Lincoln in the Bardo
 is an astonishing feat of imagination and a bold step forward from one of the most important and influential writers of his generation. Formally daring, generous in spirit, deeply concerned with matters of the heart, it is a testament to fiction's ability to speak honestly and powerfully to the things that really matter to us. Saunders has invented a thrilling new form that deploys a kaleidoscopic, theatrical panorama of voices—living and dead, historical and invented—to ask a timeless, profound question: How do we live and love when we know that everything we love must end?",368,"Hardcover","2017-01-01",3.75,153910,23767,15200,4032,13.99,"https://www.goodreads.com/book/show/29906980-lincoln-in-the-bardo","Other",2017
3721,"9781407177663","Always and Forever, Lara Jean ","To All the Boys I've Loved Before","3","Jenny Han","Scholastic","English","Life is good for Lara Jean.
She is head over heels in love, her dad's finally getting remarried and her sister Margot is coming home for the summer.
But change is looming. And Lara Jean can't just ignore the big life decisions she has to make - where she goes to college for one. Because that would mean leaving her family - and possibly the boy she loves - behind.
When your heart and your head are saying two different things, which one should you listen to?",325,"Paperback","2017-05-02",4.01,248953,22180,8051,132000,8.99,"https://www.goodreads.com/book/show/33148726-always-and-forever-lara-jean","Romance",2017
3725,"9780425284681","Before We Were Yours","","","Lisa Wingate","Ballantine","English","Twelve-year-old Rill Foss and her four younger siblings live a magical life aboard their family’s Mississippi River shantyboat. But when their father must rush their mother to the hospital one stormy night, Rill is left in charge—until strangers arrive in force. Wrenched from all that is familiar and thrown into a Tennessee Children’s Home Society orphanage, the Foss children are assured that they will soon be returned to their parents—but they quickly realize the dark truth. At the mercy of the facility’s cruel director, Rill fights to keep her sisters and brother together in a world of danger and uncertainty.
Aiken, South Carolina, present day. Born into wealth and privilege, Avery Stafford seems to have it all: a successful career as a federal prosecutor, a handsome fiancé, and a lavish wedding on the horizon. But when Avery returns home to help her father weather a health crisis, a chance encounter leaves her with uncomfortable questions and compels her to take a journey through her family’s long-hidden history, on a path that will ultimately lead either to devastation or to redemption.
Based on one of America’s most notorious real-life scandals—in which Georgia Tann, director of a Memphis-based adoption organization, kidnapped and sold poor children to wealthy families all over the country—Lisa Wingate’s riveting, wrenching, and ultimately uplifting tale reminds us how, even though the paths we take can lead to many places, the heart never forgets where we belong.",342,"Hardcover","2017-06-06",4.4,593663,43875,43900,427000,8.99,"https://www.goodreads.com/book/show/32148570-before-we-were-yours","Other",2017
3729,"9780399171635","Flame in the Mist ","Flame in the Mist","1","Renée Ahdieh","G.P. Putnam's Sons","English","The only daughter of a prominent samurai, Mariko has always known she’d been raised for one purpose and one purpose only: to marry. Never mind her cunning, which rivals that of her twin brother, Kenshin, or her skills as an accomplished alchemist. Since Mariko was not born a boy, her fate was sealed the moment she drew her first breath.
So, at just seventeen years old, Mariko is sent to the imperial palace to meet her betrothed, a man she did not choose, for the very first time. But the journey is cut short when Mariko’s convoy is viciously attacked by the Black Clan, a dangerous group of bandits who’ve been hired to kill Mariko before she reaches the palace.
The lone survivor, Mariko narrowly escapes to the woods, where she plots her revenge. Dressed as a peasant boy, she sets out to infiltrate the Black Clan and hunt down those responsible for the target on her back. Once she’s within their ranks, though, Mariko finds for the first time she’s appreciated for her intellect and abilities. She even finds herself falling in love—a love that will force her to question everything she’s ever known about her family, her purpose, and her deepest desires.",392,"Hardcover","2017-05-16",3.86,45832,6492,1399,104000,9.99,"https://www.goodreads.com/book/show/23308087-flame-in-the-mist","Fantasy",2017
3757,"9780553448122","Artemis","","","Andy Weir","Crown","English","Jazz Bashara is a criminal.
 
Well, sort of. Life on Artemis, the first and only city on the moon, is tough if you're not a rich tourist or an eccentric billionaire. So smuggling in the occasional harmless bit of contraband barely counts, right? Not when you've got debts to pay and your job as a porter barely covers the rent.
 
Everything changes when Jazz sees the chance to commit the perfect crime, with a reward too lucrative to turn down. But pulling off the impossible is just the start of her problems, as she learns that she's stepped square into a conspiracy for control of Artemis itself—and that now, her only chance at survival lies in a gambit even riskier than the first.",305,"Hardcover","2017-11-14",3.69,266446,27022,15900,235000,9.99,"https://www.goodreads.com/book/show/34928122-artemis","Science Fiction",2017
3758,"","Without Merit","","","Colleen Hoover","Atria","English","The Voss family is anything but normal. They live in a repurposed church, newly baptized Dollar Voss. The once cancer-stricken mother lives in the basement, the father is married to the mother’s former nurse, the little half-brother isn’t allowed to do or eat anything fun, and the eldest siblings are irritatingly perfect. Then, there’s Merit.
Merit Voss collects trophies she hasn’t earned and secrets her family forces her to keep. While browsing the local antiques shop for her next trophy, she finds Sagan. His wit and unapologetic idealism disarm and spark renewed life into her—until she discovers that he’s completely unavailable. Merit retreats deeper into herself, watching her family from the sidelines when she learns a secret that no trophy in the world can fix.
Fed up with the lies, Merit decides to shatter the happy family illusion that she’s never been a part of before leaving them behind for good. When her escape plan fails, Merit is forced to deal with the staggering consequences of telling the truth and losing the one boy she loves.",385,"Kindle Edition","2017-10-03",3.71,246083,20074,9386,17000,11.99,"https://www.goodreads.com/book/show/33280872-without-merit","Romance",2017
